Id,Threshold,Type
106,0.9999,0
107,0.9999,0
108,0.0001,1
109,0.0001,1
110,0.0001,1
111,0.9999,0
112,0.850658620477212,0
113,0.0001,1
114,0.9999,0
115,0.9999,1
116,0.0001,1
117,0.7657635767577915,1
118,0.0001,1
119,0.9999,1
120,0.0001,0
121,0.0001,1
122,0.0001,0
123,0.0001,1
124,0.0001,0
125,0.0001,1
126,0.0001,1
127,0.0001,1
128,0.7853698936868573,0
129,0.9999,1
130,0.6946312372818254,1
131,0.0001,0
132,0.0001,0
133,0.9999,1
134,0.0001,0
135,0.0001,1
136,0.0001,0
137,0.0001,1
138,0.0001,1
139,0.9999,1
140,0.8081970787365352,0
141,0.9999,0
142,0.0001,0
143,0.0001,1
144,0.0001,0
145,0.0001,0
146,0.9999,0
147,0.8476282326137663,0
148,0.9999,0
149,0.0001,1
150,0.0001,0
151,0.0001,0
152,0.0001,1
153,0.6515924995133212,0
154,0.0001,1
155,0.9999,0
156,0.5860469468696765,1
157,0.740248923731665,1
158,0.9999,1
159,0.9999,1
160,0.0001,1
161,0.9999,1
162,0.9103911156308496,0
163,0.9999,0
164,0.0001,0
165,0.0001,0
166,0.9999,1
167,0.9999,0
168,0.7524401275007269,0
169,0.0001,0
170,0.9999,0
171,0.9999,0
172,0.9999,0
173,0.0001,0
174,0.6304297602969167,0
175,0.9999,0
176,0.9999,1
177,0.9999,0
178,0.0001,0
179,0.0001,1
180,0.0001,0
181,0.0001,0
182,0.7560310419207039,0
183,0.6705241617356393,1
184,0.0001,1
185,0.0001,1
186,0.9999,0
187,0.0001,1
188,0.0001,1
189,0.0001,1
190,0.0001,0
191,0.9999,1
192,0.872165041990824,1
193,0.9999,1
194,0.9999,1
195,0.9999,1
196,0.9999,1
197,0.0001,1
198,0.9999,0
199,0.0001,0
200,0.9999,0
201,0.584059258353951,0
202,0.9999,1
203,0.0001,0
204,0.0001,0
205,0.9999,1
206,0.9404266686738749,0
207,0.9999,0
208,0.0001,0
209,0.9999,0
210,0.0001,1
211,0.0001,0
212,0.0001,0
213,0.0001,1
214,0.0001,1
215,0.0001,0
216,0.0001,1
217,0.0001,1
218,0.0001,0
219,0.9999,1
220,0.9999,0
221,0.0001,0
222,0.9999,1
223,0.0001,0
224,0.9999,0
225,0.0001,0
226,0.0001,1
227,0.8578273160543106,1
228,0.0001,0
229,0.0001,1
230,0.0001,1
231,0.0001,0
232,0.0001,1
233,0.9201310374756894,1
234,0.0001,1
235,0.0001,1
236,0.9999,0
237,0.0001,1
238,0.0001,1
239,0.5919540399894566,0
240,0.0001,1
241,0.9999,0
242,0.9999,1
243,0.0001,0
244,0.0001,1
245,0.0001,0
246,0.9999,0
247,0.0001,0
248,0.0001,1
249,0.9999,0
250,0.9999,1
251,0.5445261177895683,0
252,0.0001,0
253,0.9999,1
254,0.0001,0
255,0.0001,1
256,0.7738293065345447,0
257,0.0001,1
258,0.0001,0
259,0.9999,1
260,0.0001,1
261,0.7895300548407527,0
262,0.9999,0
263,0.855649364841423,1
264,0.0001,1
265,0.9999,1
266,0.0001,1
267,0.9999,1
268,0.0001,0
269,0.6739554535142368,1
270,0.0001,1
271,0.0001,1
272,0.0001,0
273,0.0001,1
274,0.0001,1
275,0.0001,0
276,0.0001,0
277,0.0001,0
278,0.0001,0
279,0.89598529158567,1
280,0.9999,1
281,0.0001,0
282,0.0001,0
283,0.0001,1
284,0.0001,0
285,0.9999,1
286,0.763039476292546,0
287,0.9999,0
288,0.9999,1
289,0.8000999999999999,0
290,0.0001,1
291,0.0001,0
292,0.0001,0
293,0.9999,0
294,0.0001,0
295,0.9999,1
296,0.0001,0
297,0.0001,1
298,0.0001,1
299,0.0001,1
300,0.0001,1
301,0.9999,1
302,0.0001,1
303,0.9999,1
304,0.9999,1
305,0.7219802863415442,1
306,0.9999,0
307,0.0001,1
308,0.0001,0
309,0.9999,1
310,0.0001,0
311,0.8637376704091269,1
312,0.0001,1
313,0.0001,0
314,0.0001,1
315,0.0001,0
316,0.9999,0
317,0.0001,1
318,0.0001,1
319,0.9999,0
320,0.0001,1
321,0.0001,0
322,0.7001,1
323,0.0001,0
324,0.0001,1
325,0.0001,0
326,0.0001,0
327,0.0001,1
328,0.0001,1
329,0.0001,1
330,0.0001,0
331,0.9999,1
332,0.9999,1
333,0.9999,0
334,0.0001,0
335,0.0001,1
336,0.0001,0
337,0.0001,1
338,0.0001,1
339,0.0001,0
340,0.9999,0
341,0.9999,0
342,0.8109648426914555,0
343,0.8185122834627248,0
344,0.9999,0
345,0.0001,1
346,0.0001,0
347,0.9999,1
348,0.0001,0
349,0.9999,1
350,0.9999,0
351,0.9999,1
352,0.9999,1
353,0.9999,1
354,0.7515268126987361,1
355,0.9999,0
356,0.0001,1
357,0.0001,1
358,0.0001,1
359,0.9871370202640477,0
360,0.9999,1
361,0.9999,1
362,0.9999,0
363,0.0001,1
364,0.768245023357005,0
365,0.9999,0
366,0.9999,1
367,0.7987734549887695,1
368,0.9999,0
369,0.9999,0
370,0.9999,1
371,0.6145470553252325,1
372,0.0001,0
373,0.9999,0
374,0.0001,0
375,0.9999,0
376,0.8246611374538797,0
377,0.9999,1
378,0.5575706767859294,0
379,0.9999,1
380,0.7675956948998566,1
381,0.9999,0
382,0.0001,1
383,0.9999,1
384,0.0001,1
385,0.0001,0
386,0.0001,1
387,0.9999,0
388,0.0001,0
389,0.9999,0
390,0.9999,0
391,0.0001,0
392,0.0001,1
393,0.0001,1
394,0.0001,1
395,0.0001,1
396,0.9999,0
397,0.9999,1
398,0.0001,1
399,0.9999,1
400,0.0001,1
401,0.0001,1
402,0.9999,1
403,0.0001,0
404,0.9999,0
405,0.0001,1
406,0.0001,1
407,0.0001,1
408,0.0001,0
409,0.0001,1
410,0.0001,1
411,0.9999,0
412,0.9999,0
413,0.9999,1
414,0.9999,1
415,0.0001,0
416,0.9999,1
417,0.0001,1
418,0.0001,0
419,0.6791810604518106,0
420,0.0001,0
421,0.0001,0
422,0.0001,0
423,0.9999,0
424,0.0001,0
425,0.9999,1
426,0.9999,1
427,0.0001,0
428,0.0001,1
429,0.0001,1
430,0.9496875817778194,1
431,0.0001,1
432,0.8595188270939296,1
433,0.9999,1
434,0.9999,0
435,0.0001,0
436,0.0001,0
437,0.0001,0
438,0.8581016454585019,0
439,0.0001,1
440,0.9999,0
441,0.9999,1
442,0.9999,1
443,0.9999,1
444,0.9999,1
445,0.827337143349428,0
446,0.9999,0
447,0.9999,1
448,0.0001,1
449,0.9999,1
450,0.9999,0
451,0.0001,0
452,0.9999,1
453,0.0001,0
454,0.9999,0
455,0.0001,0
456,0.9999,0
457,0.7952258827174545,0
458,0.9999,1
459,0.0001,1
460,0.6856293117429322,0
461,0.0001,0
462,0.9999,1
463,0.0001,1
464,0.0001,0
465,0.0001,1
466,0.9999,1
467,0.7434994373864768,0
468,0.9999,1
469,0.0001,0
470,0.0001,0
471,0.0001,0
472,0.7672621986959587,0
473,0.9999,1
474,0.0001,1
475,0.7847136052085705,1
476,0.9999,1
477,0.9999,1
478,0.9999,0
479,0.0001,0
480,0.0001,1
481,0.9999,1
482,0.9999,1
483,0.9999,1
484,0.0001,0
485,0.0001,1
486,0.5833826286284586,1
487,0.0001,1
488,0.0001,0
489,0.9999,1
490,0.9999,1
491,0.0001,1
492,0.9999,1
493,0.0001,1
494,0.9999,0
495,0.0001,1
496,0.9999,1
497,0.0001,1
498,0.7663578425573966,1
499,0.0001,0
