samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,9.4279,4.784,4.6439,13.8995,7.3538,6.5457,1.4166370044895844,7.1129,0.5471934679575711,-0.20000000000003176,85.0
20.0,9.718,4.6935,5.0245,13.8267,6.9206,6.9061,1.3776246424930898,6.8531,0.53577746640535,-0.20000000000003176,86.0
20.0,9.9445,4.9708,4.9737,14.4092,7.0305,7.3787,1.3955776384628045,7.2242,0.5333029707219478,-0.20000000000003176,87.0
20.0,9.7547,4.6862,5.0685,14.332,6.919,7.413,1.412302904862941,7.352,0.5512556951933291,-0.20000000000003176,88.0
20.0,9.8954,5.4366,4.4588,14.4877,8.2716,6.2161,1.4009170070693557,7.5427,0.5465330892678634,-0.20000000000003176,89.0
20.0,10.4779,5.2801,5.1978,15.5159,7.5153,8.0006,1.4255463497983818,7.5261,0.5040551568891094,-0.20000000000003176,90.0
20.0,9.8682,4.8528,5.0154,14.2001,7.6557,6.5444,1.3890776232302022,7.3023,0.5488466942345104,-0.20000000000003176,91.0
20.0,9.9089,4.9743,4.9346,14.7746,7.8488,6.9258,1.4372369708495578,7.5514,0.5472757549178814,-0.20000000000003176,92.0
20.0,10.5906,5.3942,5.1964,15.6705,7.8711,7.7994,1.4183686595917462,7.7837,0.5164533062778928,-0.20000000000003176,93.0
20.0,9.5928,4.9944,4.5984,13.5604,7.092,6.4684,1.3646276707412457,6.9296,0.5530049933704833,-0.20000000000003176,94.0
