samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,9.8968,4.6085,5.2883,20.6508,8.1063,12.5445,2.1149972452934667,6.6956,0.3444159324355241,-0.4000000000000635,21.0
20.0,9.4625,3.9173,5.5452,20.5256,7.2128,13.3128,2.1931699295273077,8.0104,0.38937984214477195,-0.4000000000000635,22.0
20.0,10.0818,4.4606,5.6212,20.8062,8.8282,11.978,2.0567167832491395,6.9066,0.3312923728072443,-0.4000000000000635,23.0
20.0,9.7832,4.9705,4.8127,15.5768,8.4872,7.0896,1.5781366211843002,6.0228,0.4126688055718233,-0.4000000000000635,24.0
20.0,10.2672,5.2738,4.9934,22.9852,12.0086,10.9766,2.251276539249808,6.4664,0.2901974595214327,-0.4000000000000635,25.0
20.0,10.0056,5.1585,4.8471,20.9477,13.6616,7.2861,2.108940502475206,8.0773,0.3894604752873515,-0.4000000000000635,26.0
20.0,10.3898,5.6702,4.7196,23.1366,12.0233,11.1133,2.223290017649477,7.3106,0.32716828045638024,-0.4000000000000635,27.0
20.0,10.5733,4.8693,5.704,25.8463,10.9482,14.8981,2.496294203531316,7.2625,0.2786030957800062,-0.4000000000000635,28.0
20.0,9.7446,4.4716,5.273,19.7193,9.9587,9.7606,2.039225063944067,6.0319,0.3210951324961936,-0.4000000000000635,29.0
20.0,9.9554,5.7368,4.2186,19.3666,12.2189,7.1477,1.9740421806768882,7.2406,0.3656313166177049,-0.4000000000000635,30.0
20.0,9.8663,4.9942,4.8721,20.4026,9.3969,11.0057,2.037457686904513,6.1916,0.3230313813387568,-0.4000000000000635,31.0
20.0,9.4215,4.8445,4.577,19.4388,10.7028,8.736,2.0475477187693136,6.1542,0.3162086552652509,-0.4000000000000635,32.0
20.0,10.0275,5.7311,4.2964,26.9414,15.682,11.2594,2.7870319606386595,6.4836,0.2351293259302369,-0.4000000000000635,33.0
20.0,10.1936,5.4191,4.7745,20.5568,12.1029,8.4539,2.014234914283775,6.5852,0.33201294492490013,-0.4000000000000635,34.0
20.0,9.9317,4.8238,5.1079,20.8086,8.2292,12.5794,2.112177482298839,6.496,0.3209407720138461,-0.4000000000000635,35.0
20.0,10.6392,4.588,6.0512,20.5428,8.3775,12.1653,1.9383221650454439,6.736,0.350368649828823,-0.4000000000000635,36.0
20.0,10.3317,5.1404,5.1913,22.8697,11.3298,11.5399,2.2341658132945894,6.6263,0.30590318709676173,-0.4000000000000635,37.0
20.0,9.9043,5.7931,4.1112,19.5141,11.5998,7.9143,2.0082295585679337,6.4333,0.33914914904560944,-0.4000000000000635,38.0
