samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,active_diff,active_diff_prop,gamma,replicate
20.0,9.4108,4.6169,4.7939,18.4411,9.7735,8.6676,5.6939,0.35356464498180173,0.4000000000000635,9.0
20.0,10.2989,5.0215,5.2774,16.2162,7.8465,8.3697,3.893,0.2956578823593501,0.4000000000000635,10.0
20.0,9.2584,4.223,5.0354,18.1044,7.1991,10.9053,5.3828,0.35305900481453856,0.4000000000000635,11.0
20.0,10.4293,5.009,5.4203,18.9131,8.3639,10.5492,5.1899,0.30208188434374666,0.4000000000000635,12.0
20.0,10.3624,5.5868,4.7756,22.4336,12.1405,10.2931,6.0032,0.28960064249393863,0.4000000000000635,13.0
20.0,10.9753,5.1338,5.8415,23.4637,10.7564,12.7073,5.6495,0.27713553977417477,0.4000000000000635,14.0
20.0,10.1587,5.5495,4.6092,21.1802,12.3304,8.8498,5.1648,0.29321433980981704,0.4000000000000635,15.0
20.0,9.8076,5.174,4.6336,20.6017,11.8244,8.7773,5.6087,0.30172292488852315,0.4000000000000635,16.0
20.0,10.0209,4.4697,5.5512,18.9167,7.995,10.9217,5.7343,0.358171526387481,0.4000000000000635,17.0
20.0,9.7979,4.9353,4.8626,21.483,11.577,9.906,4.4854,0.2566525948198342,0.4000000000000635,18.0
20.0,9.5859,5.2428,4.3431,15.5321,8.6437,6.8884,4.4515,0.3305962492592961,0.4000000000000635,19.0
20.0,9.6376,4.8229,4.8147,20.715,10.7648,9.9502,4.721,0.2617429896970551,0.4000000000000635,20.0
20.0,9.4429,5.4746,3.9683,21.8655,13.5371,8.3284,6.2881,0.3163267587878461,0.4000000000000635,21.0
20.0,9.7249,5.0821,4.6428,20.2045,10.2082,9.9963,5.1325,0.3066484850828553,0.4000000000000635,22.0
20.0,9.8512,5.1533,4.6979,16.0704,8.4501,7.6203,4.7054,0.33878494063601033,0.4000000000000635,23.0
20.0,10.3727,5.338,5.0347,21.0111,10.7974,10.2137,4.5339,0.27045121017566637,0.4000000000000635,24.0
20.0,10.0689,4.9145,5.1544,20.4599,9.7882,10.6717,4.9651,0.28249850298965723,0.4000000000000635,25.0
20.0,9.8569,5.0044,4.8525,17.1115,9.8238,7.2877,5.4845,0.3694863992333086,0.4000000000000635,26.0
20.0,10.0442,5.2217,4.8225,19.4186,10.2067,9.2119,4.6222,0.2878282345839842,0.4000000000000635,27.0
20.0,9.9755,4.0953,5.8802,20.5231,8.131,12.3921,6.0455,0.32749111001937486,0.4000000000000635,28.0
20.0,10.4971,4.9648,5.5323,21.3353,10.172,11.1633,5.3201,0.2791812565281691,0.4000000000000635,29.0
20.0,9.8887,4.6888,5.1999,20.6409,10.4179,10.223,5.1097,0.2782875708816216,0.4000000000000635,30.0
20.0,9.7005,4.9154,4.7851,21.0074,10.6127,10.3947,5.075,0.28656638287361297,0.4000000000000635,31.0
20.0,9.4697,4.8466,4.6231,15.4541,8.1884,7.2657,3.7439,0.29160015322897975,0.4000000000000635,32.0
20.0,9.6667,4.9875,4.6792,20.0058,9.1648,10.841,4.8056,0.2985457503981859,0.4000000000000635,33.0
20.0,11.1764,5.5764,5.6,28.1396,13.681,14.4586,7.4848,0.28903558968474596,0.4000000000000635,34.0
20.0,10.4535,5.0535,5.4,24.3544,11.7497,12.6047,5.0388,0.24248456770238605,0.4000000000000635,35.0
20.0,9.4002,4.1164,5.2838,15.488,6.865,8.623,4.3268,0.32616990255320827,0.4000000000000635,36.0
20.0,9.5431,4.5789,4.9642,17.826,7.1305,10.6955,5.5516,0.3341543828038741,0.4000000000000635,37.0
20.0,9.9107,5.2547,4.656,21.5316,13.0361,8.4955,6.5786,0.331520095448462,0.4000000000000635,38.0
20.0,9.6283,5.1946,4.4337,19.3932,10.0557,9.3375,4.3322,0.2760389329376442,0.4000000000000635,39.0
20.0,10.4643,5.4156,5.0487,19.2282,10.3831,8.8451,4.8394,0.2973198450031221,0.4000000000000635,40.0
20.0,10.0571,5.6081,4.449,21.0805,11.907,9.1735,5.2155,0.2810089141604631,0.4000000000000635,41.0
20.0,9.0547,5.0837,3.971,14.7064,8.2202,6.4862,3.901,0.3209915900052939,0.4000000000000635,42.0
20.0,10.2026,4.7676,5.435,20.5385,8.6647,11.8738,5.1641,0.28862462181181286,0.4000000000000635,43.0
20.0,9.2971,4.5041,4.793,18.7387,9.3103,9.4284,4.7121,0.2839869165650841,0.4000000000000635,44.0
20.0,11.2236,5.6517,5.5719,22.3892,10.6104,11.7788,5.2632,0.27057533586036403,0.4000000000000635,45.0
20.0,10.3074,5.5556,4.7518,20.3504,12.2821,8.0683,5.9102,0.318667879533218,0.4000000000000635,46.0
20.0,9.3783,4.8218,4.5565,15.711,8.28,7.431,4.1988,0.3186186316735247,0.4000000000000635,47.0
20.0,10.3728,5.4339,4.9389,19.9816,9.5705,10.4111,4.6598,0.26656516693754123,0.4000000000000635,48.0
20.0,10.2841,4.9622,5.3219,23.3782,10.0829,13.2953,5.8976,0.299748326258569,0.4000000000000635,49.0
20.0,9.7863,4.4945,5.2918,16.9516,8.471,8.4806,3.4488,0.24159551412742797,0.4000000000000635,50.0
20.0,9.3964,5.0094,4.387,17.1302,9.1877,7.9425,3.8128,0.26079614270643636,0.4000000000000635,51.0
20.0,10.1005,4.6899,5.4106,21.473,9.3893,12.0837,5.3254,0.290597898490697,0.4000000000000635,52.0
20.0,9.4572,5.0082,4.449,14.5695,8.0351,6.5344,3.8963,0.31434845157414487,0.4000000000000635,53.0
20.0,9.9696,5.0714,4.8982,18.1116,9.0033,9.1083,4.8054,0.31800975524810526,0.4000000000000635,54.0
20.0,10.597,5.5489,5.0481,20.8461,11.9929,8.8532,4.8951,0.26500014851709003,0.4000000000000635,55.0
20.0,11.3484,6.1152,5.2332,25.1915,14.2788,10.9127,6.0849,0.2626734135467854,0.4000000000000635,56.0
