true_positive,false_negative,true_negative,false_positive,correct_message,incorrect_message,gamma,replicate
2.195,18.945,9978.825,0.035,0.10403695572525427,3.5070144002276653e-06,0.4000000000000003,2.0
1.92,15.855,9982.2,0.025,0.10465141066164803,2.5043087603841395e-06,0.4000000000000003,3.0
1.705,14.27,9983.96,0.065,0.10844947304336508,6.508110383692621e-06,0.4000000000000003,4.0
1.38,12.385,9986.225,0.01,0.1040348542737715,1.003814495081309e-06,0.4000000000000003,5.0
1.0,9.375,9989.6,0.025,0.09881705802509,2.5025033251544936e-06,0.4000000000000003,6.0
1.395,12.275,9986.295,0.035,0.09988828554164644,3.5057099881839086e-06,0.4000000000000003,7.0
1.33,12.625,9986.0,0.045,0.0993166174710165,4.50691387228214e-06,0.4000000000000003,8.0
1.315,11.58,9987.06,0.045,0.09877473883608016,4.504457027487419e-06,0.4000000000000003,9.0
1.435,13.905,9984.61,0.05,0.09708269118095253,5.012190701668726e-06,0.4000000000000003,0.0
1.775,15.4,9982.825,0.0,0.10079363032833737,0.0,0.4000000000000003,1.0
2.235,18.955,9978.715,0.095,0.1056019922200721,9.527553046528002e-06,0.4000000000000003,2.0
2.2,18.165,9979.565,0.07,0.1031902264941948,7.0156490620691235e-06,0.4000000000000003,3.0
